,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
374,GO_Biological_Process_2021,carbohydrate derivative catabolic process (GO:1901136),1/19,0.137473975435875,0.3726833552831924,0,0,7.152597402597403,14.19304672243636,NCCRP1
375,GO_Biological_Process_2021,cardiac muscle cell contraction (GO:0086003),1/19,0.137473975435875,0.3726833552831924,0,0,7.152597402597403,14.19304672243636,CACNA1C
376,GO_Biological_Process_2021,regulation of exosomal secretion (GO:1903541),1/19,0.137473975435875,0.3726833552831924,0,0,7.152597402597403,14.19304672243636,ATP9A
377,GO_Biological_Process_2021,negative regulation of striated muscle cell differentiation (GO:0051154),1/19,0.137473975435875,0.3726833552831924,0,0,7.152597402597403,14.19304672243636,HDAC3
378,GO_Biological_Process_2021,neuromuscular process (GO:0050905),1/19,0.137473975435875,0.3726833552831924,0,0,7.152597402597403,14.19304672243636,NEUROG1
379,GO_Biological_Process_2021,regulation of leukocyte chemotaxis (GO:0002688),1/19,0.137473975435875,0.3726833552831924,0,0,7.152597402597403,14.19304672243636,MTUS1
380,GO_Biological_Process_2021,regulation of mitochondrial membrane permeability (GO:0046902),1/19,0.137473975435875,0.3726833552831924,0,0,7.152597402597403,14.19304672243636,SLC25A4
381,GO_Biological_Process_2021,endoplasmic reticulum mannose trimming (GO:1904380),1/19,0.137473975435875,0.3726833552831924,0,0,7.152597402597403,14.19304672243636,UGGT2
382,GO_Biological_Process_2021,regulation of synaptic vesicle exocytosis (GO:2000300),1/19,0.137473975435875,0.3726833552831924,0,0,7.152597402597403,14.19304672243636,RIMS1
383,GO_Biological_Process_2021,positive regulation of triglyceride metabolic process (GO:0090208),1/19,0.137473975435875,0.3726833552831924,0,0,7.152597402597403,14.19304672243636,GPLD1
384,GO_Biological_Process_2021,spindle assembly (GO:0051225),2/84,0.1382427697747157,0.3728257081230028,0,0,3.1504862107444604,6.234005491707501,HDAC3;MAPRE2
385,GO_Biological_Process_2021,vascular transport (GO:0010232),2/84,0.1382427697747157,0.3728257081230028,0,0,3.1504862107444604,6.234005491707501,SLC9A3R1;SLC1A1
386,GO_Biological_Process_2021,negative regulation of phosphorylation (GO:0042326),2/86,0.1435467772015938,0.3751891483510754,0,0,3.07516339869281,5.969182216637869,IMPACT;PRKRIP1
387,GO_Biological_Process_2021,regulation of interferon-gamma production (GO:0032649),2/86,0.1435467772015938,0.3751891483510754,0,0,3.07516339869281,5.969182216637869,PDE4D;PDE4B
388,GO_Biological_Process_2021,transport across blood-brain barrier (GO:0150104),2/86,0.1435467772015938,0.3751891483510754,0,0,3.07516339869281,5.969182216637869,SLC9A3R1;SLC1A1
389,GO_Biological_Process_2021,adrenergic receptor signaling pathway (GO:0071875),1/20,0.1441648985018541,0.3751891483510754,0,0,6.775803144224197,13.123358631426164,PDE4D
390,GO_Biological_Process_2021,negative regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045736),1/20,0.1441648985018541,0.3751891483510754,0,0,6.775803144224197,13.123358631426164,HHEX
391,GO_Biological_Process_2021,negative regulation of osteoclast differentiation (GO:0045671),1/20,0.1441648985018541,0.3751891483510754,0,0,6.775803144224197,13.123358631426164,GPR137
392,GO_Biological_Process_2021,cellular response to interferon-beta (GO:0035458),1/20,0.1441648985018541,0.3751891483510754,0,0,6.775803144224197,13.123358631426164,IFI16
393,GO_Biological_Process_2021,cellular response to misfolded protein (GO:0071218),1/20,0.1441648985018541,0.3751891483510754,0,0,6.775803144224197,13.123358631426164,UGGT2
394,GO_Biological_Process_2021,epithelial cilium movement involved in extracellular fluid movement (GO:0003351),1/20,0.1441648985018541,0.3751891483510754,0,0,6.775803144224197,13.123358631426164,SLC9A3R1
395,GO_Biological_Process_2021,establishment of epithelial cell polarity (GO:0090162),1/20,0.1441648985018541,0.3751891483510754,0,0,6.775803144224197,13.123358631426164,SLC9A3R1
396,GO_Biological_Process_2021,regulation of smooth muscle contraction (GO:0006940),1/20,0.1441648985018541,0.3751891483510754,0,0,6.775803144224197,13.123358631426164,CHRM3
397,GO_Biological_Process_2021,granulocyte differentiation (GO:0030851),1/20,0.1441648985018541,0.3751891483510754,0,0,6.775803144224197,13.123358631426164,E2F1
398,GO_Biological_Process_2021,skeletal muscle contraction (GO:0003009),1/20,0.1441648985018541,0.3751891483510754,0,0,6.775803144224197,13.123358631426164,MYH3
399,GO_Biological_Process_2021,mitochondrial cytochrome c oxidase assembly (GO:0033617),1/20,0.1441648985018541,0.3751891483510754,0,0,6.775803144224197,13.123358631426164,COX20
400,GO_Biological_Process_2021,ERAD pathway (GO:0036503),2/87,0.1462148536544539,0.3753581573327612,0,0,3.038831218762015,5.842694351341186,NCCRP1;UGGT2
401,GO_Biological_Process_2021,sodium ion transmembrane transport (GO:0035725),2/87,0.1462148536544539,0.3753581573327612,0,0,3.038831218762015,5.842694351341186,SCN2A;SCN3A
402,GO_Biological_Process_2021,nuclear-transcribed mRNA catabolic process (GO:0000956),3/171,0.1474379573930898,0.3753581573327612,0,0,2.311677631578948,4.425355033479668,RPL34;RPL39;RPS24
403,GO_Biological_Process_2021,metal ion transport (GO:0030001),2/88,0.148893215973102,0.3753581573327612,0,0,3.003343973248214,5.7199463875338346,NDFIP2;CACNA1C
404,GO_Biological_Process_2021,acetylcholine receptor signaling pathway (GO:0095500),1/21,0.1508042500591137,0.3753581573327612,0,0,6.436688311688312,12.17675084276717,CHRM3
405,GO_Biological_Process_2021,regulation of cardiac muscle contraction by calcium ion signaling (GO:0010882),1/21,0.1508042500591137,0.3753581573327612,0,0,6.436688311688312,12.17675084276717,CACNA1C
406,GO_Biological_Process_2021,calcium ion transport into cytosol (GO:0060402),1/21,0.1508042500591137,0.3753581573327612,0,0,6.436688311688312,12.17675084276717,CACNA1C
407,GO_Biological_Process_2021,negative regulation of peptidyl-serine phosphorylation (GO:0033137),1/21,0.1508042500591137,0.3753581573327612,0,0,6.436688311688312,12.17675084276717,PDE4D
408,GO_Biological_Process_2021,neuron apoptotic process (GO:0051402),1/21,0.1508042500591137,0.3753581573327612,0,0,6.436688311688312,12.17675084276717,SCN2A
409,GO_Biological_Process_2021,chondroitin sulfate biosynthetic process (GO:0030206),1/21,0.1508042500591137,0.3753581573327612,0,0,6.436688311688312,12.17675084276717,CHST12
410,GO_Biological_Process_2021,poly(A)+ mRNA export from nucleus (GO:0016973),1/21,0.1508042500591137,0.3753581573327612,0,0,6.436688311688312,12.17675084276717,HHEX
411,GO_Biological_Process_2021,hydrogen peroxide catabolic process (GO:0042744),1/21,0.1508042500591137,0.3753581573327612,0,0,6.436688311688312,12.17675084276717,PRDX1
412,GO_Biological_Process_2021,innate immune response in mucosa (GO:0002227),1/21,0.1508042500591137,0.3753581573327612,0,0,6.436688311688312,12.17675084276717,RPL39
413,GO_Biological_Process_2021,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:0042771),1/21,0.1508042500591137,0.3753581573327612,0,0,6.436688311688312,12.17675084276717,IFI16
414,GO_Biological_Process_2021,positive regulation of phosphatase activity (GO:0010922),1/21,0.1508042500591137,0.3753581573327612,0,0,6.436688311688312,12.17675084276717,GPLD1
415,GO_Biological_Process_2021,vacuolar acidification (GO:0007035),1/21,0.1508042500591137,0.3753581573327612,0,0,6.436688311688312,12.17675084276717,ATP6V0A1
416,GO_Biological_Process_2021,myotube differentiation (GO:0014902),1/21,0.1508042500591137,0.3753581573327612,0,0,6.436688311688312,12.17675084276717,ADGRB3
417,GO_Biological_Process_2021,protein localization to chromatin (GO:0071168),1/21,0.1508042500591137,0.3753581573327612,0,0,6.436688311688312,12.17675084276717,MCM9
418,GO_Biological_Process_2021,rRNA processing (GO:0006364),3/173,0.1510807568899394,0.3753581573327612,0,0,2.284249226006192,4.317095744013317,RPL34;RPL39;RPS24
419,GO_Biological_Process_2021,sodium ion transport (GO:0006814),2/90,0.1542795358893855,0.3775242269124916,0,0,2.9347890671420083,5.485088935421072,SCN2A;SCN3A
420,GO_Biological_Process_2021,mitochondrial respiratory chain complex assembly (GO:0033108),2/90,0.1542795358893855,0.3775242269124916,0,0,2.9347890671420083,5.485088935421072,TIMMDC1;COX20
421,GO_Biological_Process_2021,negative regulation of cyclin-dependent protein kinase activity (GO:1904030),1/22,0.1573924250528543,0.3775242269124916,0,0,6.12987012987013,11.334209985174065,HHEX
422,GO_Biological_Process_2021,regulation of adenylate cyclase activity (GO:0045761),1/22,0.1573924250528543,0.3775242269124916,0,0,6.12987012987013,11.334209985174065,CACNA1C
423,GO_Biological_Process_2021,negative regulation of phosphate metabolic process (GO:0045936),1/22,0.1573924250528543,0.3775242269124916,0,0,6.12987012987013,11.334209985174065,PRKRIP1
424,GO_Biological_Process_2021,negative regulation of small molecule metabolic process (GO:0062014),1/22,0.1573924250528543,0.3775242269124916,0,0,6.12987012987013,11.334209985174065,DKKL1
425,GO_Biological_Process_2021,cellular response to osmotic stress (GO:0071470),1/22,0.1573924250528543,0.3775242269124916,0,0,6.12987012987013,11.334209985174065,SCN2A
426,GO_Biological_Process_2021,regulation of macrophage chemotaxis (GO:0010758),1/22,0.1573924250528543,0.3775242269124916,0,0,6.12987012987013,11.334209985174065,MTUS1
427,GO_Biological_Process_2021,regulation of membrane protein ectodomain proteolysis (GO:0051043),1/22,0.1573924250528543,0.3775242269124916,0,0,6.12987012987013,11.334209985174065,GPLD1
428,GO_Biological_Process_2021,"positive regulation of DNA-templated transcription, initiation (GO:2000144)",1/22,0.1573924250528543,0.3775242269124916,0,0,6.12987012987013,11.334209985174065,MED30
429,GO_Biological_Process_2021,regulation of voltage-gated calcium channel activity (GO:1901385),1/22,0.1573924250528543,0.3775242269124916,0,0,6.12987012987013,11.334209985174065,PDE4B
430,GO_Biological_Process_2021,limb morphogenesis (GO:0035108),1/22,0.1573924250528543,0.3775242269124916,0,0,6.12987012987013,11.334209985174065,MYH3
431,GO_Biological_Process_2021,lipid droplet organization (GO:0034389),1/22,0.1573924250528543,0.3775242269124916,0,0,6.12987012987013,11.334209985174065,RAB18
432,GO_Biological_Process_2021,membrane lipid metabolic process (GO:0006643),1/22,0.1573924250528543,0.3775242269124916,0,0,6.12987012987013,11.334209985174065,TEX2
433,GO_Biological_Process_2021,metallo-sulfur cluster assembly (GO:0031163),1/22,0.1573924250528543,0.3775242269124916,0,0,6.12987012987013,11.334209985174065,LYRM4
434,GO_Biological_Process_2021,protein transport (GO:0015031),5/369,0.1593168441612333,0.3812616891306755,0,0,1.783974358974359,3.276911728027994,ATP6V1A;STX1B;RABGAP1L;RAB18;ATP6V0A1
435,GO_Biological_Process_2021,blood vessel endothelial cell migration (GO:0043534),1/23,0.163929815349397,0.3827768568758386,0,0,5.850944510035419,10.580361826426786,GPLD1
436,GO_Biological_Process_2021,regulation of cysteine-type endopeptidase activity (GO:2000116),1/23,0.163929815349397,0.3827768568758386,0,0,5.850944510035419,10.580361826426786,IFI16
437,GO_Biological_Process_2021,regulation of necroptotic process (GO:0060544),1/23,0.163929815349397,0.3827768568758386,0,0,5.850944510035419,10.580361826426786,SLC25A4
438,GO_Biological_Process_2021,ear morphogenesis (GO:0042471),1/23,0.163929815349397,0.3827768568758386,0,0,5.850944510035419,10.580361826426786,NEUROG1
439,GO_Biological_Process_2021,regulation of telomere capping (GO:1904353),1/23,0.163929815349397,0.3827768568758386,0,0,5.850944510035419,10.580361826426786,AURKB
440,GO_Biological_Process_2021,respiratory chain complex IV assembly (GO:0008535),1/23,0.163929815349397,0.3827768568758386,0,0,5.850944510035419,10.580361826426786,COX20
441,GO_Biological_Process_2021,response to nutrient levels (GO:0031667),1/23,0.163929815349397,0.3827768568758386,0,0,5.850944510035419,10.580361826426786,CD68
442,GO_Biological_Process_2021,positive regulation of transcription initiation from RNA polymerase II promoter (GO:0060261),1/23,0.163929815349397,0.3827768568758386,0,0,5.850944510035419,10.580361826426786,MED30
443,GO_Biological_Process_2021,mitotic cell cycle checkpoint signaling (GO:0007093),1/23,0.163929815349397,0.3827768568758386,0,0,5.850944510035419,10.580361826426786,AURKB
444,GO_Biological_Process_2021,protein deacylation (GO:0035601),1/23,0.163929815349397,0.3827768568758386,0,0,5.850944510035419,10.580361826426786,HDAC3
445,GO_Biological_Process_2021,inorganic cation transmembrane transport (GO:0098662),4/274,0.1639946956451719,0.3827768568758386,0,0,1.9205298013245036,3.472166534035242,ATP6V1A;CACNA1C;SCN2A;SCN3A
446,GO_Biological_Process_2021,positive regulation of epithelial cell migration (GO:0010634),2/94,0.1651619558469531,0.3831617691996171,0,0,2.8066211992043195,5.054244106312554,MAPRE2;GPLD1
447,GO_Biological_Process_2021,hemopoiesis (GO:0030097),2/94,0.1651619558469531,0.3831617691996171,0,0,2.8066211992043195,5.054244106312554,IFI16;TET2
448,GO_Biological_Process_2021,positive regulation of transcription by RNA polymerase II (GO:0045944),10/908,0.1677444535532471,0.3831617691996171,0,0,1.4551109745795254,2.597829365052036,HHEX;HDAC3;ZNF827;IFI16;MED30;E2F1;TET2;MYBL2;SMARCA2;NEUROG1
449,GO_Biological_Process_2021,purine ribonucleotide catabolic process (GO:0009154),1/24,0.1704168099322024,0.3831617691996171,0,0,5.596273291925466,9.902650470022865,PDE4D
450,GO_Biological_Process_2021,amino acid import across plasma membrane (GO:0089718),1/24,0.1704168099322024,0.3831617691996171,0,0,5.596273291925466,9.902650470022865,SLC1A1
451,GO_Biological_Process_2021,regulation of cell size (GO:0008361),1/24,0.1704168099322024,0.3831617691996171,0,0,5.596273291925466,9.902650470022865,SLC9A3R1
452,GO_Biological_Process_2021,cellular response to catecholamine stimulus (GO:0071870),1/24,0.1704168099322024,0.3831617691996171,0,0,5.596273291925466,9.902650470022865,PDE4B
453,GO_Biological_Process_2021,positive regulation of cell-substrate junction organization (GO:0150117),1/24,0.1704168099322024,0.3831617691996171,0,0,5.596273291925466,9.902650470022865,MAPRE2
454,GO_Biological_Process_2021,regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030947),1/24,0.1704168099322024,0.3831617691996171,0,0,5.596273291925466,9.902650470022865,HHEX
455,GO_Biological_Process_2021,immune response-activating cell surface receptor signaling pathway (GO:0002429),1/24,0.1704168099322024,0.3831617691996171,0,0,5.596273291925466,9.902650470022865,GPLD1
456,GO_Biological_Process_2021,inner ear morphogenesis (GO:0042472),1/24,0.1704168099322024,0.3831617691996171,0,0,5.596273291925466,9.902650470022865,NEUROG1
457,GO_Biological_Process_2021,iron-sulfur cluster assembly (GO:0016226),1/24,0.1704168099322024,0.3831617691996171,0,0,5.596273291925466,9.902650470022865,LYRM4
458,GO_Biological_Process_2021,lipid translocation (GO:0034204),1/24,0.1704168099322024,0.3831617691996171,0,0,5.596273291925466,9.902650470022865,ATP9A
459,GO_Biological_Process_2021,sulfur amino acid metabolic process (GO:0000096),1/24,0.1704168099322024,0.3831617691996171,0,0,5.596273291925466,9.902650470022865,MPST
460,GO_Biological_Process_2021,potassium ion homeostasis (GO:0055075),1/24,0.1704168099322024,0.3831617691996171,0,0,5.596273291925466,9.902650470022865,SLC12A5
461,GO_Biological_Process_2021,"protein alpha-1,2-demannosylation (GO:0036508)",1/24,0.1704168099322024,0.3831617691996171,0,0,5.596273291925466,9.902650470022865,UGGT2
462,GO_Biological_Process_2021,ncRNA 3'-end processing (GO:0043628),1/24,0.1704168099322024,0.3831617691996171,0,0,5.596273291925466,9.902650470022865,TRNT1
463,GO_Biological_Process_2021,double-strand break repair via homologous recombination (GO:0000724),2/97,0.1734104736664521,0.389052377342191,0,0,2.717578259373925,4.7614520591918525,GINS2;MCM9
464,GO_Biological_Process_2021,protein quality control for misfolded or incompletely synthesized proteins (GO:0006515),1/25,0.1768537947593154,0.3908806801368308,0,0,5.362824675324675,9.290728574129565,UGGT2
465,GO_Biological_Process_2021,regulation of cAMP-mediated signaling (GO:0043949),1/25,0.1768537947593154,0.3908806801368308,0,0,5.362824675324675,9.290728574129565,PDE4D
466,GO_Biological_Process_2021,regulation of cardiac muscle cell action potential (GO:0098901),1/25,0.1768537947593154,0.3908806801368308,0,0,5.362824675324675,9.290728574129565,CACNA1C
467,GO_Biological_Process_2021,cAMP-mediated signaling (GO:0019933),1/25,0.1768537947593154,0.3908806801368308,0,0,5.362824675324675,9.290728574129565,PDE4D
468,GO_Biological_Process_2021,regulation of myotube differentiation (GO:0010830),1/25,0.1768537947593154,0.3908806801368308,0,0,5.362824675324675,9.290728574129565,HDAC3
469,GO_Biological_Process_2021,regulation of ryanodine-sensitive calcium-release channel activity (GO:0060314),1/25,0.1768537947593154,0.3908806801368308,0,0,5.362824675324675,9.290728574129565,PDE4D
470,GO_Biological_Process_2021,response to hexose (GO:0009746),1/25,0.1768537947593154,0.3908806801368308,0,0,5.362824675324675,9.290728574129565,GPLD1
471,GO_Biological_Process_2021,organic anion transport (GO:0015711),2/99,0.1789464822283736,0.3938335898514522,0,0,2.661276194326528,4.579174116871343,SLC9A3R1;SLC25A4
472,GO_Biological_Process_2021,mRNA-containing ribonucleoprotein complex export from nucleus (GO:0071427),2/99,0.1789464822283736,0.3938335898514522,0,0,2.661276194326528,4.579174116871343,HHEX;THOC6
473,GO_Biological_Process_2021,positive regulation of programmed cell death (GO:0043068),4/286,0.1821591493616123,0.3941199176050345,0,0,1.8376778920670709,3.1293348711761904,E2F1;DKKL1;GPLD1;CTNNBL1
474,GO_Biological_Process_2021,proteoglycan metabolic process (GO:0006029),1/26,0.1832411528538297,0.3941199176050345,0,0,5.148051948051948,8.735998174132183,CHST12
475,GO_Biological_Process_2021,negative regulation of protein transport (GO:0051224),1/26,0.1832411528538297,0.3941199176050345,0,0,5.148051948051948,8.735998174132183,NDFIP2
476,GO_Biological_Process_2021,clathrin-dependent endocytosis (GO:0072583),1/26,0.1832411528538297,0.3941199176050345,0,0,5.148051948051948,8.735998174132183,DNAJC6
477,GO_Biological_Process_2021,regulation of mitotic metaphase/anaphase transition (GO:0030071),1/26,0.1832411528538297,0.3941199176050345,0,0,5.148051948051948,8.735998174132183,ESPL1
478,GO_Biological_Process_2021,organelle fission (GO:0048285),1/26,0.1832411528538297,0.3941199176050345,0,0,5.148051948051948,8.735998174132183,DNM1
479,GO_Biological_Process_2021,DNA geometric change (GO:0032392),1/26,0.1832411528538297,0.3941199176050345,0,0,5.148051948051948,8.735998174132183,MCM9
480,GO_Biological_Process_2021,regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900739),1/26,0.1832411528538297,0.3941199176050345,0,0,5.148051948051948,8.735998174132183,E2F1
481,GO_Biological_Process_2021,endothelial cell development (GO:0001885),1/26,0.1832411528538297,0.3941199176050345,0,0,5.148051948051948,8.735998174132183,PDE4D
482,GO_Biological_Process_2021,positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900740),1/26,0.1832411528538297,0.3941199176050345,0,0,5.148051948051948,8.735998174132183,E2F1
483,GO_Biological_Process_2021,mononuclear cell differentiation (GO:1903131),1/26,0.1832411528538297,0.3941199176050345,0,0,5.148051948051948,8.735998174132183,IFI16
484,GO_Biological_Process_2021,ribosome biogenesis (GO:0042254),3/192,0.1870139385466054,0.3998021868329297,0,0,2.0526315789473686,3.44138489272082,RPL34;RPL39;RPS24
485,GO_Biological_Process_2021,calcium-mediated signaling (GO:0019722),2/102,0.1873005010984672,0.3998021868329297,0,0,2.581045751633987,4.32335744178112,CHRM3;CACNA1C
486,GO_Biological_Process_2021,bile acid biosynthetic process (GO:0006699),1/27,0.1895792643766286,0.3998021868329297,0,0,4.9498001998002,8.231260640854018,OSBPL7
487,GO_Biological_Process_2021,calcium-ion regulated exocytosis (GO:0017156),1/27,0.1895792643766286,0.3998021868329297,0,0,4.9498001998002,8.231260640854018,RIMS1
488,GO_Biological_Process_2021,camera-type eye development (GO:0043010),1/27,0.1895792643766286,0.3998021868329297,0,0,4.9498001998002,8.231260640854018,CACNA1C
489,GO_Biological_Process_2021,chondroitin sulfate proteoglycan biosynthetic process (GO:0050650),1/27,0.1895792643766286,0.3998021868329297,0,0,4.9498001998002,8.231260640854018,CHST12
490,GO_Biological_Process_2021,regulation of transcription elongation from RNA polymerase II promoter (GO:0034243),1/27,0.1895792643766286,0.3998021868329297,0,0,4.9498001998002,8.231260640854018,ZMYND11
491,GO_Biological_Process_2021,L-alpha-amino acid transmembrane transport (GO:1902475),1/27,0.1895792643766286,0.3998021868329297,0,0,4.9498001998002,8.231260640854018,SLC1A1
492,GO_Biological_Process_2021,monovalent inorganic cation homeostasis (GO:0055067),1/27,0.1895792643766286,0.3998021868329297,0,0,4.9498001998002,8.231260640854018,SLC12A5
493,GO_Biological_Process_2021,chromatin remodeling (GO:0006338),2/103,0.1900974449740146,0.3998021868329297,0,0,2.555361418494791,4.242458224534349,ACTL6A;SMARCA2
494,GO_Biological_Process_2021,mRNA transport (GO:0051028),2/104,0.1929000916286438,0.3998021868329297,0,0,2.530180699730873,4.163622053067811,HHEX;THOC6
495,GO_Biological_Process_2021,regulation of JNK cascade (GO:0046328),2/105,0.1957081869256645,0.3998021868329297,0,0,2.5054889269623706,4.086779585058725,HDAC3;ZMYND11
496,GO_Biological_Process_2021,calcium ion import (GO:0070509),1/28,0.1958685065175736,0.3998021868329297,0,0,4.766233766233766,7.770446817061417,CACNA1C
497,GO_Biological_Process_2021,"regulation of DNA-templated transcription, elongation (GO:0032784)",1/28,0.1958685065175736,0.3998021868329297,0,0,4.766233766233766,7.770446817061417,ZMYND11
498,GO_Biological_Process_2021,regulation of insulin secretion involved in cellular response to glucose stimulus (GO:0061178),1/28,0.1958685065175736,0.3998021868329297,0,0,4.766233766233766,7.770446817061417,GPLD1
499,GO_Biological_Process_2021,cytosolic calcium ion transport (GO:0060401),1/28,0.1958685065175736,0.3998021868329297,0,0,4.766233766233766,7.770446817061417,CACNA1C
500,GO_Biological_Process_2021,regulation of microtubule polymerization or depolymerization (GO:0031110),1/28,0.1958685065175736,0.3998021868329297,0,0,4.766233766233766,7.770446817061417,MAPRE2
501,GO_Biological_Process_2021,regulation of protein transport (GO:0051223),1/28,0.1958685065175736,0.3998021868329297,0,0,4.766233766233766,7.770446817061417,NDFIP2
502,GO_Biological_Process_2021,positive regulation of cell communication (GO:0010647),1/28,0.1958685065175736,0.3998021868329297,0,0,4.766233766233766,7.770446817061417,RIMS1
503,GO_Biological_Process_2021,positive regulation of fibroblast proliferation (GO:0048146),1/28,0.1958685065175736,0.3998021868329297,0,0,4.766233766233766,7.770446817061417,E2F1
504,GO_Biological_Process_2021,response to interferon-beta (GO:0035456),1/28,0.1958685065175736,0.3998021868329297,0,0,4.766233766233766,7.770446817061417,IFI16
505,GO_Biological_Process_2021,sarcomere organization (GO:0045214),1/28,0.1958685065175736,0.3998021868329297,0,0,4.766233766233766,7.770446817061417,MYH3
506,GO_Biological_Process_2021,L-amino acid transport (GO:0015807),1/28,0.1958685065175736,0.3998021868329297,0,0,4.766233766233766,7.770446817061417,SLC1A1
507,GO_Biological_Process_2021,positive regulation of protein import into nucleus (GO:0042307),1/28,0.1958685065175736,0.3998021868329297,0,0,4.766233766233766,7.770446817061417,HDAC3
508,GO_Biological_Process_2021,sulfur compound transport (GO:0072348),1/28,0.1958685065175736,0.3998021868329297,0,0,4.766233766233766,7.770446817061417,SLC9A3R1
509,GO_Biological_Process_2021,mucosal immune response (GO:0002385),1/28,0.1958685065175736,0.3998021868329297,0,0,4.766233766233766,7.770446817061417,RPL39
510,GO_Biological_Process_2021,chromosome organization (GO:0051276),2/106,0.1985214802167605,0.4015185746144903,0,0,2.4812719959778784,4.01186440747303,HHEX;HDAC3
511,GO_Biological_Process_2021,RNA export from nucleus (GO:0006405),2/106,0.1985214802167605,0.4015185746144903,0,0,2.4812719959778784,4.01186440747303,HHEX;THOC6
512,GO_Biological_Process_2021,negative regulation of intracellular signal transduction (GO:1902532),3/198,0.1987962079477091,0.4015185746144903,0,0,1.9888663967611333,3.21296406094616,SLC9A3R1;PDE4D;ZMYND11
513,GO_Biological_Process_2021,mRNA export from nucleus (GO:0006406),2/107,0.2013397243650939,0.4015185746144903,0,0,2.457516339869281,3.938812886491429,HHEX;THOC6
514,GO_Biological_Process_2021,regulation of calcium ion transmembrane transporter activity (GO:1901019),1/29,0.2021092536964389,0.4015185746144903,0,0,4.595779220779221,7.348406790668775,PDE4D
515,GO_Biological_Process_2021,negative regulation of mRNA catabolic process (GO:1902373),1/29,0.2021092536964389,0.4015185746144903,0,0,4.595779220779221,7.348406790668775,E2F1
516,GO_Biological_Process_2021,negative regulation of myeloid leukocyte differentiation (GO:0002762),1/29,0.2021092536964389,0.4015185746144903,0,0,4.595779220779221,7.348406790668775,GPR137
517,GO_Biological_Process_2021,dicarboxylic acid transport (GO:0006835),1/29,0.2021092536964389,0.4015185746144903,0,0,4.595779220779221,7.348406790668775,SLC1A1
518,GO_Biological_Process_2021,establishment of endothelial barrier (GO:0061028),1/29,0.2021092536964389,0.4015185746144903,0,0,4.595779220779221,7.348406790668775,PDE4D
519,GO_Biological_Process_2021,establishment of mitotic spindle localization (GO:0040001),1/29,0.2021092536964389,0.4015185746144903,0,0,4.595779220779221,7.348406790668775,ESPL1
520,GO_Biological_Process_2021,hydrogen peroxide metabolic process (GO:0042743),1/29,0.2021092536964389,0.4015185746144903,0,0,4.595779220779221,7.348406790668775,PRDX1
521,GO_Biological_Process_2021,mismatch repair (GO:0006298),1/29,0.2021092536964389,0.4015185746144903,0,0,4.595779220779221,7.348406790668775,MCM9
522,GO_Biological_Process_2021,protein ADP-ribosylation (GO:0006471),1/29,0.2021092536964389,0.4015185746144903,0,0,4.595779220779221,7.348406790668775,PARP8
523,GO_Biological_Process_2021,protein K11-linked ubiquitination (GO:0070979),1/29,0.2021092536964389,0.4015185746144903,0,0,4.595779220779221,7.348406790668775,ANAPC13
524,GO_Biological_Process_2021,mRNA processing (GO:0006397),4/300,0.2041464608869168,0.4015597303269524,0,0,1.749507785931627,2.7798237075286494,NOVA1;SNRPA;CTNNBL1;THOC6
525,GO_Biological_Process_2021,ncRNA processing (GO:0034470),3/201,0.204753940319104,0.4015597303269524,0,0,1.958433014354067,3.105969616210949,RPL34;RPL39;RPS24
526,GO_Biological_Process_2021,regulation of protein ubiquitination (GO:0031396),2/109,0.2069900940997461,0.4015597303269524,0,0,2.411337120517989,3.7980593404908847,NDFIP2;HDAC3
527,GO_Biological_Process_2021,protein N-linked glycosylation via asparagine (GO:0018279),1/30,0.2083018774030301,0.4015597303269524,0,0,4.437080161218092,6.960744568453372,UGGT2
528,GO_Biological_Process_2021,cardiac muscle cell action potential (GO:0086001),1/30,0.2083018774030301,0.4015597303269524,0,0,4.437080161218092,6.960744568453372,CACNA1C
529,GO_Biological_Process_2021,negative regulation of Notch signaling pathway (GO:0045746),1/30,0.2083018774030301,0.4015597303269524,0,0,4.437080161218092,6.960744568453372,BEND6
530,GO_Biological_Process_2021,chondroitin sulfate metabolic process (GO:0030204),1/30,0.2083018774030301,0.4015597303269524,0,0,4.437080161218092,6.960744568453372,CHST12
531,GO_Biological_Process_2021,peptidyl-lysine trimethylation (GO:0018023),1/30,0.2083018774030301,0.4015597303269524,0,0,4.437080161218092,6.960744568453372,TET2
532,GO_Biological_Process_2021,plasma membrane invagination (GO:0099024),1/30,0.2083018774030301,0.4015597303269524,0,0,4.437080161218092,6.960744568453372,AURKB
533,GO_Biological_Process_2021,regulation of vasoconstriction (GO:0019229),1/30,0.2083018774030301,0.4015597303269524,0,0,4.437080161218092,6.960744568453372,CHRM3
534,GO_Biological_Process_2021,histone H3-K4 methylation (GO:0051568),1/30,0.2083018774030301,0.4015597303269524,0,0,4.437080161218092,6.960744568453372,TET2
